desc: I1 cache:         2048 B, 64 B, direct-mapped
desc: D1 cache:         2048 B, 64 B, direct-mapped
desc: LL cache:         8388608 B, 64 B, direct-mapped
cmd: ./slow 2304
events: Ir I1mr ILmr Dr D1mr DLmr Dw D1mw DLmw 
fl=/build/glibc-S9d2JN/glibc-2.27/libio/genops.c
fn=_IO_default_xsputn
389 11 1 1 0 0 0 6 0 0
392 2 1 1 0 0 0 0 0 0
393 1 0 0 0 0 0 0 0 0
397 4 1 1 2 1 0 0 0 0
399 3 1 1 0 0 0 0 0 0
402 2 0 0 0 0 0 0 0 0
407 3 1 1 0 0 0 0 0 0
411 22 0 0 0 0 0 0 0 0
412 33 0 0 11 1 0 11 0 0
413 4 0 0 0 0 0 1 0 0
415 1 0 0 0 0 0 0 0 0
417 2 0 0 0 0 0 0 0 0
422 8 1 1 7 1 0 0 0 0
fn=_IO_doallocbuf
361 3 0 0 0 0 0 3 0 0
362 2 1 1 1 0 0 0 0 0
364 4 0 0 1 1 0 0 0 0
365 5 2 1 2 1 0 1 1 0
368 4 1 0 4 0 0 0 0 0
fn=_IO_setb
347 3 1 1 0 0 0 1 0 0
348 4 1 1 2 2 0 0 0 0
350 1 0 0 0 0 0 1 0 0
351 1 0 0 0 0 0 1 0 0
353 6 0 0 0 0 0 1 0 0
356 3 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/libio/libioP.h
fn=_IO_default_xsputn
870 4 0 0 0 0 0 0 0 0
fn=_IO_doallocbuf
870 3 0 0 0 0 0 0 0 0
872 2 0 0 0 0 0 0 0 0
873 2 1 1 0 0 0 0 0 0
fn=_IO_file_doallocate
870 3 0 0 0 0 0 0 0 0
872 2 0 0 0 0 0 0 0 0
873 2 0 0 0 0 0 0 0 0
fn=_IO_file_xsputn@@GLIBC_2.2.5
870 3 0 0 0 0 0 0 0 0
872 2 0 0 0 0 0 0 0 0
873 2 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/libio/vtables.c
fn=check_stdfiles_vtables
84 4 2 2 2 2 0 0 0 0
85 3 0 0 2 2 0 0 0 0
86 3 1 1 2 1 0 0 0 0
88 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/malloc/arena.c
fn=malloc_hook_ini
291 3 0 0 1 1 1 0 0 0
fn=ptmalloc_init.part.0
289 5 2 2 1 0 0 2 0 0
294 1 0 0 0 0 0 1 0 0
302 2 0 0 1 1 0 0 0 0
303 7 2 1 0 0 0 1 1 0
304 4 0 0 2 0 0 0 0 0
308 13 3 2 6 2 2 2 1 0
313 7 1 1 1 0 0 2 2 0
314 4 0 0 0 0 0 1 0 0
315 4 0 0 0 0 0 1 0 0
316 4 1 1 0 0 0 1 0 0
317 4 0 0 0 0 0 1 0 0
318 4 0 0 0 0 0 1 0 0
319 4 1 1 0 0 0 1 0 0
320 4 0 0 0 0 0 1 0 0
322 4 0 0 0 0 0 1 0 0
323 4 1 1 0 0 0 1 0 0
324 4 0 0 0 0 0 1 0 0
395 2 0 0 2 2 0 0 0 0
396 2 0 0 0 0 0 0 0 0
399 1 1 0 0 0 0 1 1 0
400 6 0 0 4 2 0 0 0 0
fn=sysmalloc
535 2 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/malloc/hooks.c
fn=malloc_hook_ini
29 5 1 1 0 0 0 2 0 0
30 2 0 0 1 0 0 1 0 0
33 7 3 1 4 2 0 1 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/malloc/malloc.c
fn=_int_malloc
1887 12 2 1 4 2 1 0 0 0
3531 28 3 1 0 0 0 24 0 0
3563 40 3 1 0 0 0 0 0 0
3567 24 0 0 0 0 0 4 1 0
3591 8 0 0 4 3 0 0 0 0
3649 11 3 1 0 0 0 0 0 0
3651 13 1 1 0 0 0 5 0 0
3652 4 1 1 0 0 0 0 0 0
3654 3 0 0 1 1 0 0 0 0
3711 113 8 3 0 0 0 36 3 0
3712 9 1 0 3 3 0 0 0 0
3713 20 2 2 0 0 0 5 0 0
3730 18 4 2 3 0 0 4 0 0
3731 12 0 0 0 0 0 0 0 0
3732 16 1 1 8 6 0 0 0 0
3736 12 0 0 0 0 0 8 2 0
3741 4 0 0 0 0 0 0 0 0
3742 12 0 0 0 0 0 0 0 0
3762 16 0 0 0 0 0 8 0 0
3802 12 4 1 8 3 0 4 0 0
3889 4 0 0 4 0 0 0 0 0
3903 8 8 2 0 0 0 0 0 0
3914 8 4 1 0 0 0 0 0 0
3916 15 0 0 3 0 0 0 0 0
3919 9 3 0 3 3 0 0 0 0
3987 8 1 1 4 0 0 0 0 0
3988 8 0 0 0 0 0 0 0 0
3989 8 0 0 0 0 0 0 0 0
3990 8 0 0 4 3 0 0 0 0
3991 8 0 0 0 0 0 0 0 0
3996 8 0 0 0 0 0 0 0 0
4000 17 4 1 0 0 0 0 0 0
4003 8 1 1 2 0 0 0 0 0
4100 4 3 0 4 4 0 0 0 0
4101 8 0 0 4 2 0 0 0 0
4103 14 2 1 0 0 0 2 0 0
4105 4 2 1 0 0 0 0 0 0
4106 2 0 0 0 0 0 0 0 0
4107 2 0 0 0 0 0 2 0 0
4108 18 2 1 0 0 0 2 0 0
4110 6 0 0 0 0 0 2 2 2
4113 2 0 0 0 0 0 0 0 0
4120 6 0 0 2 2 0 0 0 0
4135 8 2 1 0 0 0 2 0 0
4136 4 2 1 0 0 0 0 0 0
4141 36 6 1 28 1 0 0 0 0
fn=malloc
3038 9 2 1 0 0 0 6 0 0
3043 6 0 0 6 3 0 0 0 0
3044 6 0 0 0 0 0 0 0 0
3045 2 1 1 1 0 0 0 0 0
3049 22 2 1 0 0 0 0 0 0
3050 6 0 0 0 0 0 0 0 0
3052 8 1 1 4 2 0 0 0 0
3055 4 0 0 2 1 0 0 0 0
3065 8 0 0 2 1 0 0 0 0
3067 8 1 1 0 0 0 2 0 0
3068 12 0 0 2 1 0 0 0 0
3091 13 1 1 8 0 0 0 0 0
fn=malloc_hook_ini
2993 5 1 1 2 1 0 2 0 0
3044 2 0 0 0 0 0 0 0 0
3049 11 2 2 0 0 0 0 0 0
3050 2 0 0 0 0 0 0 0 0
3052 4 1 1 2 2 0 0 0 0
3055 3 1 0 2 0 0 0 0 0
3065 4 1 0 1 1 0 0 0 0
3067 4 0 0 0 0 0 1 0 0
3068 7 1 1 1 1 0 0 0 0
fn=ptmalloc_init.part.0
1816 498 1 1 0 0 0 0 0 0
1817 384 2 2 2 0 0 129 33 32
1825 1 0 0 0 0 0 1 1 1
1826 1 0 0 0 0 0 1 1 1
1828 2 0 0 0 0 0 1 1 0
fn=sysmalloc
2274 16 2 1 0 0 0 12 2 0
2294 4 0 0 4 3 0 0 0 0
2305 4 2 1 0 0 0 0 0 0
2306 7 0 0 2 2 1 0 0 0
2307 3 1 1 2 0 0 0 0 0
2321 8 0 0 0 0 0 1 1 0
2327 2 1 0 0 0 0 0 0 0
2329 7 1 1 0 0 0 1 1 0
2331 2 0 0 0 0 0 0 0 0
2346 3 1 1 0 0 0 0 0 0
2361 1 0 0 0 0 0 1 1 1
2362 3 0 0 0 0 0 1 0 0
2367 3 0 0 2 0 0 0 0 0
2368 5 1 0 2 0 0 0 0 0
2371 3 0 0 2 0 0 0 0 0
2372 5 0 0 2 0 0 0 0 0
2387 1 0 0 1 0 0 0 0 0
2388 3 0 0 1 0 0 0 0 0
2389 1 1 1 0 0 0 0 0 0
2398 4 0 0 0 0 0 0 0 0
2404 4 1 1 0 0 0 1 0 0
2407 3 0 0 0 0 0 0 0 0
2460 3 1 1 1 0 0 0 0 0
2468 2 1 1 1 0 0 0 0 0
2469 1 1 1 0 0 0 0 0 0
2479 6 0 0 0 0 0 2 0 0
2487 2 0 0 0 0 0 0 0 0
2489 5 0 0 2 2 0 2 0 0
2490 1 0 0 0 0 0 0 0 0
2493 3 0 0 1 0 0 0 0 0
2496 4 1 1 2 1 0 0 0 0
2497 2 0 0 0 0 0 0 0 0
2541 3 1 1 0 0 0 0 0 0
2543 2 0 0 1 0 0 0 0 0
2544 2 1 1 0 0 0 1 0 0
2545 3 0 0 1 1 0 1 0 0
2551 2 0 0 0 0 0 0 0 0
2554 4 2 2 1 0 0 0 0 0
2588 2 0 0 0 0 0 0 0 0
2594 3 0 0 0 0 0 0 0 0
2616 2 1 1 0 0 0 0 0 0
2617 6 0 0 1 0 0 0 0 0
2619 2 0 0 0 0 0 0 0 0
2620 4 0 0 2 0 0 2 0 0
2632 3 1 1 1 0 0 0 0 0
2640 2 1 1 2 0 0 0 0 0
2641 4 0 0 1 1 0 0 0 0
2679 1 0 0 0 0 0 1 0 0
2680 4 0 0 0 0 0 1 1 1
2681 2 0 0 0 0 0 1 0 0
2692 2 1 1 0 0 0 0 0 0
2724 2 1 1 1 0 0 0 0 0
2725 1 0 0 0 0 0 1 0 0
2730 2 0 0 1 0 0 0 0 0
2733 2 1 1 1 0 0 0 0 0
2735 1 0 0 0 0 0 0 0 0
2736 1 0 0 0 0 0 0 0 0
2737 1 0 0 0 0 0 1 0 0
2738 8 0 0 0 0 0 1 0 0
2739 2 0 0 0 0 0 1 1 1
2741 2 1 1 0 0 0 0 0 0
2747 18 1 1 14 0 0 0 0 0
fn=tcache_init.part.4
2987 1 0 0 0 0 0 1 0 0
2996 10 2 2 4 3 0 0 0 0
2997 4 1 1 0 0 0 1 0 0
2998 2 1 0 0 0 0 0 0 0
3006 4 0 0 2 0 0 0 0 0
3013 2 0 0 0 0 0 0 0 0
3015 2 1 1 1 1 0 1 1 0
3016 80 0 0 0 0 0 73 8 8
3019 2 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/malloc/morecore.c
fn=__default_morecore
46 2 1 1 0 0 0 0 0 0
47 2 0 0 0 0 0 2 2 0
49 6 2 0 0 0 0 0 0 0
52 4 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/misc/../sysdeps/unix/syscall-template.S
fn=mprotect
78 24 6 0 0 0 0 0 0 0
79 6 0 0 6 0 0 0 0 0
fn=munmap
78 4 1 1 0 0 0 0 0 0
79 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/misc/../sysdeps/unix/sysv/linux/mmap64.c
fn=mmap
48 96 3 1 0 0 0 48 4 2
51 16 4 2 0 0 0 0 0 0
54 30 4 2 2 2 0 0 0 0
59 80 1 1 0 0 0 0 0 0
61 56 0 0 56 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/misc/../sysdeps/unix/sysv/linux/x86_64/brk.c
fn=brk
31 16 2 2 2 0 0 2 0 0
33 4 0 0 0 0 0 0 0 0
39 2 0 0 0 0 0 0 0 0
40 2 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/misc/init-misc.c
fn=__init_misc
30 3 0 0 0 0 0 2 0 0
31 6 1 1 1 1 0 0 0 0
33 3 0 0 0 0 0 1 1 0
37 5 0 0 1 1 0 1 1 0
38 3 1 1 2 0 0 1 0 0
40 4 0 0 3 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/misc/sbrk.c
fn=sbrk
32 8 1 1 0 0 0 6 0 0
40 11 1 0 5 3 0 0 0 0
41 5 1 1 1 0 0 1 0 0
44 4 0 0 0 0 0 0 0 0
48 6 0 0 0 0 0 0 0 0
56 4 1 1 0 0 0 1 0 0
60 10 1 0 8 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/posix/../sysdeps/unix/syscall-template.S
fn=uname
78 4 1 1 0 0 0 0 0 0
79 1 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/setjmp/../sysdeps/x86_64/bsd-_setjmp.S
fn=_setjmp
30 1 1 1 0 0 0 0 0 0
32 1 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/setjmp/../sysdeps/x86_64/setjmp.S
fn=__sigsetjmp
26 4 4 2 0 0 0 4 1 0
35 4 0 0 0 0 0 0 0 0
36 8 3 1 4 2 0 0 0 0
37 4 0 0 0 0 0 4 0 0
41 4 0 0 0 0 0 4 0 0
42 4 0 0 0 0 0 4 0 0
43 4 0 0 0 0 0 4 0 0
44 4 0 0 0 0 0 4 0 0
45 4 0 0 0 0 0 0 0 0
47 8 1 1 4 0 0 0 0 0
49 4 0 0 0 0 0 4 2 1
50 4 0 0 4 0 0 0 0 0
51 4 0 0 0 0 0 0 0 0
53 8 0 0 4 0 0 0 0 0
55 4 0 0 0 0 0 4 0 0
59 3 0 0 0 0 0 0 0 0
60 3 0 0 3 0 0 0 0 0
63 1 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/setjmp/sigjmp.c
fn=__sigjmp_save
28 2 0 0 0 0 0 1 0 0
29 3 0 0 0 0 0 1 0 0
34 3 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/stdio-common/../libio/libioP.h
fn=vfprintf
870 5 1 1 0 0 0 1 0 0
872 8 1 1 0 0 0 0 0 0
873 6 0 0 2 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/stdio-common/_itoa.c
fn=_itoa_word
168 4 2 2 0 0 0 0 0 0
170 2 0 0 0 0 0 0 0 0
179 26 1 1 2 2 1 2 2 0
188 2 0 0 1 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/stdio-common/printf-parse.h
fn=vfprintf
108 9 0 0 0 0 0 4 1 0
fl=/build/glibc-S9d2JN/glibc-2.27/stdio-common/vfprintf.c
fn=vfprintf
1244 14 1 1 1 0 0 7 1 0
1246 2 1 1 0 0 0 2 1 0
1275 3 1 1 2 1 0 1 1 0
1279 1 0 0 0 0 0 1 1 0
1283 4 0 0 1 1 0 1 0 0
1287 5 0 0 1 0 0 0 0 0
1298 4 1 1 0 0 0 1 0 0
1305 1 0 0 0 0 0 1 0 0
1309 4 0 0 2 0 0 2 1 0
1313 1 0 0 0 0 0 1 0 0
1324 11 2 2 2 1 0 4 1 0
1325 5 2 2 4 2 0 0 0 0
1328 11 2 1 3 1 0 1 1 0
1332 3 0 0 2 1 0 0 0 0
1336 8 1 1 3 3 0 0 0 0
1357 1 0 0 0 0 0 1 0 0
1358 1 0 0 0 0 0 1 0 0
1359 1 0 0 0 0 0 1 0 0
1360 1 0 0 0 0 0 1 0 0
1361 1 1 1 0 0 0 1 0 0
1362 1 0 0 0 0 0 0 0 0
1363 1 0 0 0 0 0 1 0 0
1364 1 0 0 0 0 0 0 0 0
1365 1 0 0 0 0 0 1 0 0
1366 1 0 0 0 0 0 0 0 0
1367 1 0 0 0 0 0 0 0 0
1370 1 0 0 0 0 0 1 0 0
1371 1 0 0 0 0 0 1 0 0
1374 2 0 0 0 0 0 1 0 0
1375 3 1 1 1 0 0 1 0 0
1378 15 1 1 3 2 2 0 0 0
1614 1 0 0 0 0 0 0 0 0
1615 17 2 2 3 1 1 0 0 0
1642 112 21 21 35 5 0 13 0 0
1643 3 1 1 2 0 0 0 0 0
1660 1 1 1 1 0 0 0 0 0
1662 2 1 1 1 0 0 0 0 0
1670 1 0 0 0 0 0 0 0 0
1674 19 2 1 3 1 0 2 0 0
1676 4 0 0 2 0 0 0 0 0
1696 5 1 1 3 2 0 0 0 0
1697 3 0 0 1 0 0 0 0 0
1700 12 1 1 9 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/stdlib/../stdlib/strtol.c
fn=strtol
106 4 2 2 2 2 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/stdlib/../stdlib/strtol_l.c
fn=____strtol_l_internal
226 9 1 1 0 0 0 6 0 0
246 2 0 0 0 0 0 0 0 0
252 2 0 0 0 0 0 0 0 0
273 1 0 0 0 0 0 0 0 0
274 1 0 0 0 0 0 0 0 0
283 4 0 0 0 0 0 0 0 0
292 6 1 1 3 3 2 0 0 0
294 2 1 1 0 0 0 0 0 0
298 1 0 0 0 0 0 1 0 0
299 2 0 0 0 0 0 0 0 0
304 2 0 0 0 0 0 0 0 0
308 2 0 0 0 0 0 0 0 0
318 2 0 0 0 0 0 0 0 0
325 2 1 1 0 0 0 0 0 0
328 5 2 2 0 0 0 1 0 0
376 1 0 0 0 0 0 0 0 0
377 1 0 0 0 0 0 0 0 0
378 1 0 0 0 0 0 0 0 0
432 8 0 0 4 0 0 0 0 0
434 20 1 1 0 0 0 0 0 0
436 12 1 1 0 0 0 0 0 0
450 3 0 0 0 0 0 1 0 0
460 1 0 0 1 1 0 0 0 0
461 1 0 0 0 0 0 0 0 0
464 12 0 0 0 0 0 0 0 0
467 12 1 1 0 0 0 0 0 0
472 5 0 0 0 0 0 0 0 0
473 12 0 0 0 0 0 0 0 0
478 2 1 1 0 0 0 0 0 0
483 2 0 0 0 0 0 0 0 0
489 2 0 0 0 0 0 0 0 0
490 2 1 1 0 0 0 0 0 0
492 3 1 1 1 0 0 0 0 0
525 8 0 0 7 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/stdlib/cxa_atexit.c
fn=__cxa_atexit
39 7 1 1 2 2 2 0 0 0
40 2 0 0 0 0 0 1 0 0
42 2 0 0 0 0 0 0 0 0
49 2 0 0 1 1 0 0 0 0
51 1 1 1 0 0 0 1 0 0
52 1 0 0 0 0 0 1 0 0
53 1 0 0 0 0 0 1 0 0
54 1 0 0 0 0 0 1 0 0
55 4 0 0 2 0 0 0 0 0
56 1 0 0 0 0 0 0 0 0
65 8 1 1 0 0 0 4 0 0
67 6 1 1 5 0 0 0 0 0
fn=__new_exitfn
78 3 0 0 0 0 0 2 0 0
79 2 0 0 0 0 0 0 0 0
84 2 1 1 1 1 0 0 0 0
89 8 1 1 2 1 0 0 0 0
91 3 0 0 1 1 0 0 0 0
99 2 1 1 0 0 0 1 0 0
120 1 1 1 0 0 0 0 0 0
121 2 0 0 0 0 0 1 0 0
134 1 0 0 0 0 0 1 0 0
135 1 0 0 1 1 0 0 0 0
139 4 0 0 3 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/stdlib/rand.c
fn=rand
26 831124 1 1 0 0 0 0 0 0
27 831124 0 0 0 0 0 831124 0 0
28 1662248 0 0 831124 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/stdlib/random.c
fn=random
288 3324496 1 1 831124 61683 8 831124 0 0
291 4155620 0 0 1662248 874957 0 0 0 0
293 2493372 1 1 0 0 0 831124 831124 0
295 3324496 0 0 1662248 1313718 0 0 0 0
297 831124 0 0 831124 0 0 0 0 0
298 4155620 831124 9 2493372 831124 0 0 0 0
fn=srand
209 2 1 1 0 0 0 0 0 0
210 6 0 0 2 1 1 0 0 0
211 3 1 1 0 0 0 1 1 0
212 4 0 0 2 2 0 0 0 0
213 2 1 1 1 1 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/stdlib/random_r.c
fn=random_r
357 3324496 1 1 0 0 0 0 0 0
360 1662248 0 0 831124 0 0 0 0 0
362 2493372 0 0 831124 43825 0 0 0 0
370 831124 0 0 831124 0 0 0 0 0
371 831124 0 0 831124 0 0 0 0 0
372 831124 0 0 831124 0 0 0 0 0
375 2493372 1 1 1662248 510688 0 831124 0 0
377 1662248 0 0 0 0 0 831124 0 0
378 1662248 0 0 0 0 0 0 0 0
379 1662248 0 0 0 0 0 0 0 0
387 1608628 0 0 0 0 0 0 0 0
390 1635438 0 0 804314 0 0 831124 0 0
391 831124 0 0 0 0 0 831124 0 0
393 857934 0 0 26810 0 0 0 0 0
fn=srandom_r
170 2 1 1 0 0 0 0 0 0
172 1 0 0 1 1 0 0 0 0
173 2 0 0 0 0 0 0 0 0
176 1 0 0 1 0 0 0 0 0
178 3 0 0 0 0 0 0 0 0
180 1 0 0 0 0 0 1 1 1
181 2 0 0 0 0 0 0 0 0
186 2 0 0 1 0 0 0 0 0
187 94 1 1 0 0 0 0 0 0
192 211 0 0 0 0 0 0 0 0
193 60 0 0 0 0 0 0 0 0
194 60 0 0 0 0 0 0 0 0
195 60 0 0 0 0 0 0 0 0
197 30 1 1 0 0 0 30 1 1
200 3 0 0 1 0 0 1 0 0
201 1 0 0 0 0 0 1 0 0
202 2 0 0 0 0 0 0 0 0
203 622 0 0 0 0 0 0 0 0
210 2 0 0 1 0 0 0 0 0
360 610 0 0 0 0 0 0 0 0
362 930 0 0 310 0 0 0 0 0
370 310 0 0 310 0 0 0 0 0
371 310 0 0 310 0 0 0 0 0
372 310 0 0 310 0 0 0 0 0
375 620 0 0 620 0 0 0 0 0
378 620 1 1 0 0 0 0 0 0
379 620 0 0 0 0 0 0 0 0
387 600 0 0 0 0 0 0 0 0
390 310 0 0 0 0 0 310 0 0
391 310 0 0 0 0 0 310 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../bits/stdlib-bsearch.h
fn=intel_check_word.isra.0
27 24 0 0 0 0 0 0 0 0
28 12 1 1 0 0 0 0 0 0
29 288 0 0 0 0 0 0 0 0
31 162 0 0 0 0 0 0 0 0
32 81 0 0 0 0 0 0 0 0
37 15 0 0 0 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86/cacheinfo.c
fn=handle_intel.constprop.1
259 30 2 2 3 0 0 21 1 0
261 3 0 0 3 2 0 0 0 0
264 9 0 0 3 0 0 0 0 0
270 3 0 0 0 0 0 3 0 0
272 3 0 0 0 0 0 3 0 0
273 3 0 0 0 0 0 3 0 0
275 12 0 0 0 0 0 0 0 0
281 15 1 1 0 0 0 6 0 0
286 6 0 0 0 0 0 0 0 0
288 6 0 0 0 0 0 3 0 0
289 3 0 0 0 0 0 0 0 0
293 18 0 0 0 0 0 3 3 0
295 6 1 1 0 0 0 0 0 0
298 21 0 0 0 0 0 3 0 0
300 6 0 0 0 0 0 0 0 0
319 33 1 1 27 0 0 0 0 0
fn=init_cacheinfo
488 7 0 0 0 0 0 6 0 0
500 2 1 1 1 0 0 1 0 0
502 6 1 1 4 2 0 0 0 0
504 3 0 0 0 0 0 1 0 0
506 3 0 0 0 0 0 2 0 0
510 1 0 0 0 0 0 1 0 0
511 3 0 0 0 0 0 1 0 0
519 2 1 1 0 0 0 0 0 0
530 1 0 0 0 0 0 0 0 0
535 3 0 0 1 0 0 0 0 0
539 2 0 0 1 0 0 0 0 0
547 9 1 1 0 0 0 0 0 0
550 14 0 0 0 0 0 0 0 0
556 8 1 1 0 0 0 0 0 0
559 26 0 0 0 0 0 0 0 0
564 2 0 0 0 0 0 0 0 0
568 4 0 0 0 0 0 0 0 0
569 1 0 0 0 0 0 0 0 0
573 2 0 0 0 0 0 0 0 0
577 3 0 0 0 0 0 0 0 0
580 3 0 0 0 0 0 0 0 0
581 1 0 0 0 0 0 0 0 0
586 8 0 0 0 0 0 0 0 0
592 2 1 1 1 0 0 0 0 0
600 8 0 0 1 0 0 0 0 0
602 7 1 1 0 0 0 0 0 0
604 7 0 0 0 0 0 0 0 0
606 6 0 0 0 0 0 0 0 0
609 2 0 0 0 0 0 0 0 0
610 8 1 1 0 0 0 0 0 0
612 4 0 0 0 0 0 0 0 0
615 2 0 0 0 0 0 0 0 0
620 1 0 0 0 0 0 0 0 0
622 4 0 0 0 0 0 0 0 0
623 3 0 0 0 0 0 0 0 0
624 1 0 0 0 0 0 0 0 0
627 2 0 0 0 0 0 0 0 0
630 3 1 1 0 0 0 0 0 0
634 2 1 1 1 0 0 0 0 0
637 1 0 0 0 0 0 0 0 0
639 4 0 0 0 0 0 0 0 0
640 1 0 0 0 0 0 0 0 0
645 2 0 0 0 0 0 0 0 0
650 2 0 0 0 0 0 0 0 0
651 1 0 0 0 0 0 0 0 0
652 2 1 1 0 0 0 0 0 0
653 1 0 0 0 0 0 0 0 0
654 2 0 0 1 0 0 0 0 0
691 4 1 1 0 0 0 0 0 0
692 5 0 0 0 0 0 0 0 0
696 2 0 0 0 0 0 0 0 0
755 2 1 1 0 0 0 0 0 0
758 2 1 0 0 0 0 0 0 0
760 3 1 1 0 0 0 1 0 0
761 1 0 0 0 0 0 1 1 1
763 1 0 0 0 0 0 0 0 0
764 3 0 0 0 0 0 1 0 0
765 1 0 0 0 0 0 1 0 0
768 2 0 0 0 0 0 0 0 0
771 2 0 0 0 0 0 0 0 0
773 3 0 0 0 0 0 1 0 0
774 1 0 0 0 0 0 1 1 1
776 1 0 0 0 0 0 0 0 0
777 3 1 1 0 0 0 1 0 0
778 1 0 0 0 0 0 1 0 0
786 2 0 0 1 0 0 1 1 1
788 8 0 0 1 0 0 0 0 0
789 8 0 0 7 0 0 0 0 0
fn=intel_check_word.isra.0
119 162 0 0 81 6 6 0 0 0
122 81 0 0 0 0 0 0 0 0
128 36 0 0 0 0 0 24 0 0
132 12 1 1 0 0 0 0 0 0
134 3 1 1 0 0 0 0 0 0
138 42 1 1 0 0 0 0 0 0
140 48 0 0 0 0 0 0 0 0
142 15 1 1 0 0 0 0 0 0
144 30 0 0 0 0 0 0 0 0
152 30 0 0 0 0 0 0 0 0
161 13 0 0 0 0 0 0 0 0
164 30 2 2 0 0 0 0 0 0
167 24 0 0 0 0 0 0 0 0
171 16 2 2 0 0 0 0 0 0
173 36 0 0 0 0 0 0 0 0
175 14 0 0 0 0 0 0 0 0
177 8 0 0 0 0 0 0 0 0
178 14 0 0 0 0 0 0 0 0
179 10 0 0 0 0 0 0 0 0
181 3 1 1 0 0 0 0 0 0
183 6 0 0 0 0 0 0 0 0
185 9 1 1 0 0 0 0 0 0
186 12 0 0 0 0 0 0 0 0
187 9 0 0 0 0 0 0 0 0
188 15 0 0 0 0 0 0 0 0
196 5 0 0 0 0 0 0 0 0
203 24 0 0 0 0 0 0 0 0
225 12 0 0 0 0 0 0 0 0
250 12 0 0 0 0 0 0 0 0
255 36 0 0 30 0 0 0 0 0
fl=/build/glibc-S9d2JN/glibc-2.27/string/../sysdeps/x86_64/memcmp.S
fn=bcmp
28 2 2 1 0 0 0 0 0 0
29 2 0 0 0 0 0 0 0 0
30 2 0 0 0 0 0 0 0 0
31 2 0 0 0 0 0 0 0 0
32 2 0 0 0 0 0 0 0 0
33 2 0 0 0 0 0 0 0 0
34 2 0 0 0 0 0 0 0 0
35 2 0 0 0 0 0 0 0 0
38 2 0 0 0 0 0 0 0 0
39 2 0 0 0 0 0 0 0 0
40 1 0 0 1 0 0 0 0 0
41 1 0 0 1 1 1 0 0 0
42 1 0 0 0 0 0 0 0 0
43 1 0 0 0 0 0 0 0 0
44 1 1 0 0 0 0 0 0 0
45 1 0 0 0 0 0 0 0 0
46 1 0 0 0 0 0 0 0 0
48 2 1 1 0 0 0 0 0 0
49 2 0 0 0 0 0 0 0 0
50 1 0 0 1 0 0 0 0 0
51 1 0 0 1 0 0 0 0 0
52 1 0 0 0 0 0 0 0 0
53 1 0 0 0 0 0 0 0 0
54 1 0 0 0 0 0 0 0 0
55 1 0 0 0 0 0 0 0 0
56 1 0 0 0 0 0 0 0 0
58 2 0 0 0 0 0 0 0 0
59 2 0 0 0 0 0 0 0 0
60 2 0 0 2 0 0 0 0 0
61 2 0 0 2 1 1 0 0 0
62 2 0 0 0 0 0 0 0 0
63 2 0 0 0 0 0 0 0 0
64 1 0 0 0 0 0 0 0 0
65 1 1 1 0 0 0 0 0 0
66 1 0 0 0 0 0 0 0 0
68 1 0 0 0 0 0 0 0 0
69 1 0 0 0 0 0 0 0 0
70 1 0 0 1 0 0 0 0 0
71 1 0 0 1 0 0 0 0 0
72 1 0 0 0 0 0 0 0 0
73 1 0 0 0 0 0 0 0 0
102 2 1 1 0 0 0 0 0 0
103 2 0 0 0 0 0 0 0 0
118 2 1 1 0 0 0 0 0 0
119 2 0 0 2 1 0 0 0 0
